Protein	Genes	ABAGE_IgG	ABAGE_S	ANAMA_IgG	ANAMA_S	CARVA_IgG	CARVA_S	CECPA_IgG	CECPA_S	CHAAN_IgG	CHAAN_S	control_TGF5	DEPMA_IgG	DEPMA_S	DEVZI_IgG	DEVZI_S	DUCMA_IgG	DUCMA_S	GRUMA_IgG	GRUMA_S	HC4_IgG	HC4_S	HC7_IgG	HC7_S	HC9_IgG	HC9_S	HC10_IgG	HC10_S	HC11_IgG	HC11_S	LEFKA_IgG	LEFKA_S	MATEV_IgG	MATEV_S	PBS	RADSO_IgG	RADSO_S	VANMC_IgG	VANMC_S	VERSA_IgG	VERSA_S	WILWI_IgG	WILWI_S
Q6IRT1	ADH5	31.2761	31.4427	31.3377	31.3837	31.4099	31.3713	31.8705	31.5839	31.9596	31.8271	31.5526	31.5116	31.2409	31.7116	31.9895	31.3002	31.1701	31.9545	31.8933	31.5046	31.6212	31.9573	31.9257	31.8387	31.9045	31.7948	31.8388	31.9762	31.9989	31.5626	31.5606	31.6382	31.3706	31.5867	31.8498	32.0085	31.6476	31.7588	31.1964	31.0159	30.9555	31.3329
Q9BV57	ADI1	24.402	23.8741	23.3818	22.8393	23.5603	22.7768	23.7307	24.1189	23.9707	23.9554	24.6203	22.5621	22.8715	23.7157	24.4827	22.8882	22.3511	23.9721	23.9621	23.3743	22.1313	23.6495	23.277	23.1606	24.2341	22.2703	24.0491	22.9117	23.003	23.9893	22.2517	22.5301	21.9808	24.2302	23.9268	24.1517	23.9706	23.7862	23.1747	22.5592	24.0128	21.8708
Q86U79	ADK	27.4587	23.2024	25.815	24.6154	27.0832	25.7855	27.1821	26.7157	27.2931	27.339	26.8016	27.3371	27.138	27.0898	27.3142	26.8315	26.9163	27.1222	27.0613	27.0735	26.9317	27.6065	27.4101	27.3442	27.2918	27.2278	27.1389	27.207	27.5055	23.9813	26.0827	23.1704	25.8865	27.3733	27.3019	27.4348	27.2291	27.3195	26.6196	26.7062	26.9218	26.8667
B4DDP8	ADPGK	26.2047	25.5682	22.8959	24.339	24.0268	24.7702	25.5047	24.8644	25.7725	25.1971	25.6074	25.1137	25.2031	25.2421	25.2819	25.8093	25.9706	25.3019	25.0487	24.5464	24.3444	24.9592	24.0019	21.75	25.319	22.2623	22.863	23.4816	22.4328	23.594	23.6805	22.5772	22.8356	25.1414	25.1982	25.4664	25.4166	25.7343	25.3375	25.2035	24.4585	25.4998
Q9NX46	ADPRHL2	24.3805	25.0147	23.9607	23.1064	24.2027	23.0136	24.2849	22.5705	24.2652	24.6658	23.788	24.3701	24.3877	24.2329	24.378	24.6275	24.8869	24.2802	24.2757	24.3286	24.0507	24.4904	24.1407	24.0943	24.3744	24.0935	24.2994	23.8935	24.2421	24.8917	24.2768	23.6006	23.488	23.9693	24.0983	24.1228	24.3546	23.925	24.7376	24.6214	24.4721	24.9396
Q16186	ADRM1	27.5618	25.864	25.5084	25.8737	26.7712	25.392	26.4004	26.3654	26.6013	26.4487	26.8809	26.5028	26.8634	26.9199	26.4325	27.2758	26.9376	26.4262	26.533	26.3953	26.3782	26.9537	26.4998	26.3085	26.4918	26.9441	26.7234	26.7945	26.7895	25.9586	26.4142	26.1921	26.5671	26.6713	26.6648	26.5385	26.7209	26.4943	26.8711	26.8069	27.1467	27.1602
A0A1B0GWJ0	ADSL	26.7351	26.3044	26.4855	26.5186	26.4284	26.5419	25.8771	25.5987	25.9541	25.6403	26.205	25.9585	26.3514	26.0382	25.993	26.1187	26.7128	25.8232	25.7549	25.8911	25.8323	25.6111	25.806	25.6308	25.5404	25.8079	25.7717	26.0443	25.3761	26.3793	26.5	26.7178	26.0102	26.0867	25.8602	25.8521	25.9557	25.853	26.5736	26.3024	26.5232	23.3217
B4E1L0	ADSS	27.433	27.1137	27.5345	26.9994	27.7966	27.3485	28.1216	27.4739	28.1186	27.8048	28.0902	27.8958	27.5787	28.2379	27.9494	27.8592	27.5411	27.9722	27.9495	28.0138	27.6633	28.0148	27.7427	28.031	27.5619	27.9096	27.6053	28.1352	27.9686	27.7562	27.601	27.7512	27.2645	27.9176	27.9733	27.9448	28.2241	27.8189	28.0281	27.8246	27.6192	27.4097
Q8IUX7	AEBP1	23.704	24.166	22.9797	23.7343	23.0255	22.9807	23.0564	22.8714	22.6231	24.1155	26.1113	22.4171	22.3368	21.8851	21.9369	22.7549	23.2602	22.7456	23.4734	23.4698	22.9575	24.2039	24.3164	21.7938	24.4255	24.6843	24.052	22.0247	23.033	23.5538	23.3486	24.2121	23.3373	22.5914	22.3116	21.7366	22.1981	22.5997	21.4293	22.6617	22.7349	23.4682
Q9Y4W6	AFG3L2	25.8015	26.5101	25.6893	22.5501	26.7717	26.7238	26.3176	26.3813	26.2356	26.409	26.3443	26.1056	25.8998	26.1028	26.2749	26.0932	26.3928	26.3537	26.2822	25.8715	25.7593	26.5297	26.5644	26.0272	26.0124	26.1457	26.6859	26.4537	26.3604	25.9075	26.0413	25.8658	26.0201	26.4842	26.0873	26.5093	26.0767	26.4501	25.9888	26.2899	26.363	25.423
P20933	AGA	24.041	22.8678	23.1733	23.9271	23.3618	23.5858	25.0606	23.8678	24.3596	24.8946	25.4332	24.7171	22.5206	25.1854	25.8124	23.4647	23.7443	25.4513	25.0563	24.2391	24.0808	24.1755	24.3115	21.6633	22.0825	22.6058	23.6891	22.7389	24.028	23.9419	23.5744	22.6509	21.9879	25.2979	24.8537	25.3076	25.1981	24.7117	23.9636	24.4439	24.7018	23.2416
A0A0S2Z444	AGFG1	23.3672	24.1463	22.941	22.3261	24.5429	22.7297	24.8275	24.8384	25.0931	24.823	24.7532	25.0777	24.3146	24.5156	24.8708	22.4954	22.9075	25.0422	24.6226	24.8601	25.1931	25.065	25.2265	25.4902	25.3489	25.0431	24.8103	24.9911	25.3188	23.2653	21.6344	24.2608	23.5735	24.8443	23.3261	24.499	24.8057	24.8728	23.8602	25.1474	24.35	22.7489
A0A0S2A4E4	AGL	26.1391	25.753	23.6215	23.5593	23.2265	22.9505	25.8124	25.8413	25.6646	25.7534	25.1599	25.2521	25.5596	25.466	25.5877	25.5525	25.4262	25.4334	25.2563	25.6386	25.177	25.5174	25.4838	25.4998	25.5303	25.2097	25.2686	25.4143	25.4398	23.5118	22.5025	23.2095	24.3673	24.9053	25.5845	25.5034	25.8087	25.5676	25.4864	25.8032	25.4746	25.212
Q5TA58	AGO1	23.4195	24.7051	21.6937	22.8078	24.7963	22.5889	23.3492	22.0938	23.9794	21.466	24.7488	24.4512	22.3244	24.6657	25.0337	23.524	22.4543	24.7472	24.7157	22.7781	24.2367	24.0364	24.7931	22.1328	22.7011	22.7332	23.0895	21.736	22.6446	21.8068	22.3959	22.5059	23.8391	25.0126	24.6033	22.7316	22.0269	24.5525	24.8602	22.5344	23.9905	24.4274
Q9UKV8-2	AGO2	24.0938	24.4967	23.4659	24.5044	22.7451	24.0266	22.6667	22.8508	22.4121	23.1663	23.8003	23.1889	23.4536	24.1114	23.2779	22.8602	22.5888	24.1842	24.4133	22.9367	22.002	24.457	24.2811	24.1754	24.7105	24.2092	25.0528	24.3727	22.6437	24.1105	23.7108	23.4744	23.1704	24.5043	24.395	22.7611	24.9079	24.3442	24.1829	23.9551	22.9172	24.219
Q9H9G7-2	AGO3	23.5917	23.5078	23.2166	22.1754	23.2375	23.3766	22.117	24.5414	20.8139	23.5301	24.6673	24.4291	22.5633	24.1395	22.5488	21.7634	22.1959	24.2654	24.428	22.2653	23.371	24.7152	22.6501	23.2038	24.6677	24.3363	22.0878	19.8406	22.6012	24.3025	23.1801	23.1766	24.1938	24.5101	24.6157	22.305	25.0241	24.5909	24.688	24.0712	22.1794	23.8673
O00116	AGPS	26.2826	25.7643	26.6091	25.8909	26.7655	25.8417	26.5041	26.2993	26.5836	25.9685	26.4945	26.2397	26.2437	26.4091	26.1512	26.072	25.2397	26.1867	25.9019	26.4732	25.843	26.3144	25.9282	26.2196	26.1459	26.3042	25.9771	26.6779	25.6264	26.3199	26.0205	26.5875	26.061	26.3142	26.466	26.4917	26.6722	26.0466	26.2511	25.6275	25.9166	25.6401
D7RF68	AGTRAP	23.2734	22.997	22.8074	24.7684	22.0002	22.3089	22.0488	24.1387	24.2973	20.9417	24.3523	24.4986	24.6029	24.2165	22.8221	24.2902	22.3817	24.0448	24.5879	24.3591	24.3051	24.478	24.2177	24.3086	21.8597	23.8534	24.0213	24.6244	23.7953	23.5725	22.9477	24.4942	21.6614	24.2367	24.3169	24.0196	24.5509	24.6215	24.6868	24.4459	25.0847	23.6542
P23526	AHCY	29.4471	29.2827	30.0295	29.6918	29.7827	29.8934	29.2583	29.4257	29.2074	29.2398	28.9419	29.012	28.8878	29.2735	29.3208	29.0466	28.9806	29.2893	29.2757	29.0675	29.1554	28.6333	28.411	28.8348	28.7728	28.7594	28.7676	28.6719	28.8276	30.0121	29.8251	29.8869	29.9599	29.0702	29.3182	29.1245	29.2608	29.0467	28.9369	28.9402	29.2647	29.0756
A0A024R0A8	AHCYL1	27.3154	27.7309	27.526	27.2138	27.4513	27.3916	27.1671	27.128	27.1976	27.0484	27.3023	27.0542	27.3478	27.1962	27.1272	27.4349	27.6901	27.2083	27.0088	27.2773	27.2203	27.6266	27.5323	27.5268	27.396	27.5421	27.4192	27.6256	27.5828	27.5727	27.2989	27.4221	27.1893	27.308	27.0925	27.1946	27.2129	27.2235	27.5043	27.4358	27.3491	27.5491
Q09666	AHNAK	35.1161	35.7842	35.3091	35.529	35.3623	35.5077	35.2469	35.4025	35.3696	35.5143	35.0261	35.4955	35.8402	35.2805	35.5945	35.5629	35.8591	35.307	35.4589	35.5299	35.7666	35.6849	35.9436	35.7232	35.9647	35.6291	35.8477	35.9881	36.2666	35.3697	35.5613	35.224	35.4628	35.2912	35.3358	35.5862	35.2723	35.5784	35.5594	35.8418	35.4627	35.5518
Q8IVF2-3	AHNAK2	29.8676	30.5032	30.0305	30.2044	30.1979	30.0778	29.532	29.4668	29.6074	29.6963	29.0222	29.7299	29.9303	29.5758	29.8255	29.6834	30.0902	29.4468	29.6113	29.7482	29.8956	29.8178	30.0083	29.8414	29.9885	29.8582	30.079	30.2258	30.3488	29.9101	30.0376	29.9406	30.2352	29.4137	29.6874	29.802	29.524	29.7081	29.7766	29.8517	29.7351	29.6514
O95433	AHSA1	27.1399	26.7924	27.5854	27.2376	27.6152	27.3757	27.283	26.9587	27.4064	27.1406	27.3908	27.1756	27.0452	27.2498	26.9685	27.0866	26.7004	27.1364	27.0721	27.4656	27.3396	27.076	26.856	27.2177	26.9642	27.5532	27.2315	27.1629	26.7991	27.6663	27.0448	27.6227	27.3285	27.4222	26.9786	27.0542	27.3173	27.2693	27.2924	26.8599	26.6359	26.7781
B7Z8Q2	AHSG	32.2027	24.8212	31.5483	31.5215	31.9631	30.2553	32.0088	31.6123	31.8998	31.4656	32.9517	32.0708	30.5417	31.9851	32.0899	31.614	31.4271	31.4424	31.4935	32.0729	31.371	32.1736	31.7059	31.9597	31.3194	32.1101	32.3203	33.1496	31.5493	32.0507	30.7512	31.7042	23.8501	32.8451	32.2273	30.9471	32.1577	31.2381	30.7836	30.7752	31.3966	31.3249
Q96BJ3	AIDA	24.0841	24.0033	25.0851	25.3659	25.1768	25.4952	25.6983	25.0987	25.5014	25.5558	25.8108	25.1416	24.6378	25.4587	25.6094	25.8226	25.4008	25.7382	25.2259	25.3119	24.9504	25.4008	25.4792	25.7532	25.6563	25.3586	25.5257	25.9476	25.4356	25.3582	24.8185	25.7751	25.3608	25.7	25.6339	25.4051	25.3525	25.854	24.8678	25.6862	25.8435	25.8816
O95831-3	AIFM1	27.2914	27.9374	27.5466	27.6993	27.6652	27.3012	27.5391	27.3278	27.7247	27.5881	27.6865	27.6512	27.9423	27.5282	27.5113	27.7443	27.9721	27.3266	27.4845	27.7652	27.4743	27.6837	27.5855	27.4701	27.4875	28.0254	27.7173	27.9426	27.7689	27.6489	27.5952	27.6843	27.559	27.7188	27.5704	27.5201	27.5832	27.582	27.7299	27.9319	27.876	27.4424
Q12904	AIMP1	28.3984	28.1667	27.6264	27.7255	27.9555	27.6347	27.8455	27.6075	27.7544	27.617	27.798	27.7117	28.2333	27.6897	27.6781	28.0563	27.4829	27.7648	27.6653	27.8595	27.7984	27.9058	27.8121	27.8088	27.7375	27.8728	27.8326	28.0423	28.2172	27.952	27.6202	27.8024	27.3173	27.6201	27.6326	27.5953	27.7494	27.7032	28.2675	28.3695	28.1378	27.858
G9I2H4	AIP	27.1056	27.2074	27.0787	26.8471	27.1018	26.9537	26.7042	26.6238	26.7269	26.7854	26.8232	26.8804	27.2549	26.8479	26.6695	27.1501	27.2147	26.6925	26.8188	26.7119	26.7624	27.0753	26.8767	26.6608	26.9435	26.9154	27.2361	27.2509	26.8388	27.2934	27.0683	27.1551	26.8806	26.6326	27.0114	27.1342	26.8124	26.6698	27.2725	27.367	27.1631	27.1613
B7SBB1	AIP	27.0893	27.1912	27.0336	26.8699	27.1019	26.9539	26.7008	26.6218	26.7065	26.7827	26.807	26.8642	27.2387	26.8317	26.6534	27.1339	27.1984	26.6849	26.8025	26.7128	26.7461	27.0487	26.8447	26.6446	26.926	26.891	27.2248	27.1631	26.8201	27.2598	27.0548	27.127	26.8668	26.6164	26.9918	27.117	26.7961	26.6536	27.2562	27.3483	27.1469	27.1452
A7YDK6	AIP	24.3977	24.4533	22.972	23.3752	23.844	24.093	23.0141	21.4466	22.7646	22.2031	22.5843	23.0025	22.7811	21.7188	24.3945	22.3259	23.3633	21.3686	23.2712	22.2358	23.0938	22.6786	22.5416	24.4146	23.5564	22.5487	23.0636	24.2955	24.6014	22.0356	22.53	23.342	22.475	23.0309	23.3391	23.8535	24.4015	22.5611	24.5348	21.1124	23.1958	23.1409
Q6FGX9	AK1	29.4884	29.3637	28.2401	28.8352	28.5606	28.6225	28.4244	28.1381	28.6516	28.4763	28.7624	28.8483	28.9598	28.8574	28.8742	29.0441	28.704	28.4264	28.5024	28.7414	28.6522	28.9876	28.9722	29.024	29.0003	28.9142	28.8549	29.0732	29.1208	28.2708	28.2324	28.4673	28.419	28.4575	28.7682	28.7814	28.8396	28.7886	28.7803	29.1208	28.7635	29.0428
F8W1A4	AK2	27.5027	27.4992	26.9325	26.9421	26.8865	26.9036	26.6633	26.8866	26.7145	26.6337	26.1394	26.8216	27.2533	26.9485	26.7828	26.9878	27.0611	26.5684	26.8318	26.8921	26.9626	26.7384	26.8984	26.862	26.7699	26.6125	26.5544	27.0334	26.8686	26.918	27.0659	26.9886	27.1626	26.5733	26.954	26.8461	26.8415	26.8342	26.9726	27.2245	27.1793	27.1302
Q7Z4Y4	AK3	26.6094	26.8901	27.8345	28.0784	27.9132	28.3287	26.6721	26.8421	26.7757	26.5891	26.4951	26.6769	26.5983	26.7543	26.7318	26.9007	26.6699	26.2856	26.8383	27.0648	26.9051	27.0249	26.7614	27.1774	26.9646	26.8662	27.2811	27.2837	26.8559	27.838	27.8322	28.0855	27.8602	26.8246	26.7455	26.707	26.774	26.8046	26.7069	26.6113	26.8197	26.7647
P27144	AK4	24.1288	24.4168	25.199	25.5019	25.5256	24.8951	24.6281	24.6499	24.8687	24.9423	21.5447	24.7711	25.2072	24.8634	25.0946	24.1346	24.9915	25.2591	25.0195	24.868	25.1558	25.0155	25.234	25.239	24.96	24.733	25.3663	25.2014	24.0825	24.491	25.36	24.7817	25.4544	24.6695	24.4615	24.7776	25.1433	24.6083	25.1512	24.9514	22.9606	23.62
Q9Y6K8-3	AK5	24.1332	24.5555	22.5216	24.3006	23.6527	22.6914	22.7577	22.5561	24.7105	23.9638	22.3685	24.3582	22.2163	22.7112	22.8444	25.0433	24.645	23.6086	22.0589	24.7192	21.423	24.8654	22.4474	24.3482	23.8056	24.3398	23.7696	24.9023	23.2813	23.6259	23.6183	22.1246	22.067	24.718	24.7117	21.732	24.7534	21.7393	24.5089	22.0223	22.4802	21.9277
Q02952-3	AKAP12	28.3647	26.5831	27.7252	24.5999	27.5361	24.8459	27.9047	26.5951	28.2358	27.0849	28.5257	28.5579	26.7757	27.9572	27.3487	27.6152	27.2152	27.6365	26.4468	28.3989	27.4957	28.3908	27.2343	28.4445	27.7612	28.5872	27.3479	28.6852	27.6563	27.7527	27.1553	27.8579	25.9708	28.3522	28.1793	27.1867	27.9905	27.1678	27.9657	27.6207	28.1512	26.1004
Q9Y2D5-6	AKAP2	29.3373	29.9724	28.8971	28.956	28.9978	29.0267	29.14	28.8022	29.2024	28.9939	29.388	29.3915	29.6326	29.1942	28.9695	29.3864	29.4667	29.0615	28.95	29.2855	29.1392	29.5067	29.3168	29.3233	29.2413	29.3811	29.3168	29.667	29.5928	28.9425	29.0445	29.1734	28.888	29.3193	29.1572	29.0813	29.2207	29.0688	29.6997	29.5838	29.431	29.325
O43823	AKAP8	23.5948	22.6599	23.7908	23.4904	22.7251	22.255	21.9113	22.0815	21.9412	22.0571	21.7813	22.1863	23.1498	23.4406	22.2457	23.6429	23.5897	24.8568	22.2981	22.7833	22.4857	21.7797	21.6816	22.5235	21.4429	22.3888	22.3773	21.8379	22.9204	24.8861	21.4194	22.7088	22.5161	21.9691	21.5495	21.9599	22.2931	22.6127	23.1475	22.6176	22.1542	24.1474
A0A024R7A8	AKR1B1	31.3516	30.9936	31.7954	30.7437	31.6039	30.5683	31.9328	30.6697	31.7711	30.9207	31.6992	31.7122	30.8915	31.7443	31.1291	31.4187	30.7296	31.5618	30.5799	31.6539	30.8639	31.8265	30.8588	31.7809	31.0565	31.9036	30.7978	32.0636	31.3463	31.8648	30.9843	31.7826	31.1435	32.1707	31.7319	30.9947	31.8073	30.8266	31.6291	31.0332	31.4327	30.4496
Q04828	AKR1C1	31.1332	30.6752	31.2372	30.9697	31.3067	30.8035	31.0666	31.1603	31.312	31.1468	30.252	31.2816	31.2001	31.2237	31.1822	31.2786	30.8732	31.2232	30.691	31.2001	30.9131	31.419	31.147	31.4265	31.2765	31.5013	31.0987	31.5292	31.3535	31.1057	31.0841	31.1859	31.1143	31.0443	31.1242	30.9925	31.2307	30.9916	31.3203	31.2915	31.2485	31.0443
P52895	AKR1C2	30.6972	30.2719	31.076	30.9003	31.13	30.5777	30.6884	30.6688	30.6033	30.4988	29.5758	30.3998	30.5466	30.7625	30.6762	30.4024	29.9044	30.6534	30.3073	30.3063	30.2123	30.5364	30.2375	30.6519	30.3768	30.7086	30.049	30.6274	30.473	31.0657	30.7335	31.0137	30.961	30.5334	30.5397	30.4784	30.6826	30.3364	30.3352	30.259	30.6845	30.5779
A0A0A0MSS8	AKR1C3	30.1492	29.9427	30.5937	30.3029	30.3397	30.4775	30.4192	30.5544	30.6091	30.6392	29.729	30.7614	30.8273	30.5455	30.7292	30.758	30.5177	30.6664	30.3585	30.4927	30.4627	30.7298	30.455	30.6547	30.621	30.4981	30.5504	30.8635	30.8385	30.1309	30.4632	30.4148	30.6205	30.3779	30.5524	30.4846	30.6875	30.5695	30.9554	30.9971	30.5098	30.6157
B3KVH4	AKT1	23.5436	23.9431	25.0595	22.2799	23.9201	22.5542	23.7375	23.5306	23.4791	22.3206	24.4775	22.8347	23.5651	21.748	22.5477	22.3861	23.8569	23.6882	22.4698	22.4199	21.911	24.396	24.5262	23.8525	24.2068	24.42	24.2065	23.7116	24.525	23.4641	23.6315	23.2253	24.3912	22.1641	22.8887	24.2118	22.3089	22.4086	22.8895	22.7488	22.6058	22.6642
A0A0U4CQG9	AKT2	23.61	23.1177	23.3508	23.6258	23.5935	22.7136	23.8026	22.9653	23.2236	22.2143	22.7192	21.4937	22.7385	23.9561	23.5138	23.7756	23.7127	21.2719	23.0797	22.8817	21.3399	21.9653	21.9729	21.8728	24.5346	23.9901	22.1215	23.4305	21.051	23.4204	22.7749	21.8755	22.3417	22.3274	22.7609	22.4861	22.7639	23.0842	22.8525	22.61	23.7615	23.8261
B7Z3I9	ALAD	24.1734	23.5466	22.3766	23.2884	22.7466	22.3094	24.1745	23.153	22.8175	21.9617	22.0868	23.1921	21.5343	22.3438	21.4282	23.58	23.3621	23.4067	22.4944	22.0942	21.9362	22.1636	22.3894	23.0583	21.6925	23.2261	22.9813	22.4584	22.0373	23.8541	23.4821	22.8404	22.504	22.7549	23.3036	22.906	22.4595	23.3294	24.1276	22.0034	22.973	25.4203
P02768	ALB	33.133	33.0556	33.3895	33.08	33.6813	32.9046	33.5556	34.4068	33.0086	34.0185	34.2411	32.8705	32.4053	33.3593	32.8545	33.0716	33.0282	32.919	33.631	32.8712	32.2689	33.3008	33.3726	33.471	32.7491	33.959	33.5172	34.542	33.3178	34.6729	33.3603	33.9658	33.2923	34.0263	33.2921	32.6157	33.4933	32.6712	33.0674	32.7952	33.0408	32.7496
Q13740-2	ALCAM	24.2905	25.7379	22.8737	23.997	23.5614	25.3025	21.4441	24.8014	24.7192	25.037	24.9635	24.9809	25.5117	24.3068	24.8028	25.091	25.4167	24.5668	24.9088	24.5206	25.0943	24.9977	25.0004	23.2133	24.7799	24.9232	25.1304	24.5794	24.9636	24.4901	24.7384	24.4087	24.934	22.5558	24.6206	25.3421	24.7639	25.0527	25.2927	25.5145	24.4518	24.6428
Q8IZ83	ALDH16A1	25.3991	23.7513	25.1622	25.3993	25.3427	25.2359	25.3234	25.4283	25.6284	25.4165	25.5232	25.6348	24.5606	25.3962	25.5934	23.3772	25.094	25.5479	25.6044	24.8994	24.8235	25.091	25.39	24.9223	25.1834	25.2802	25.1568	27.182	25.7332	25.7193	24.2628	25.0023	25.2586	25.0872	25.4547	25.6338	25.1745	25.7287	25.9943	25.6842	24.54	26.0096
P54886	ALDH18A1	27.156	28.1237	28.378	28.3163	28.4494	28.2504	28.1051	27.9666	28.0719	28.0049	27.4565	27.9875	28.2406	27.959	27.7979	28.4287	28.2537	27.997	28.0597	27.9096	27.8572	27.773	27.7504	27.626	27.7966	27.5916	27.5033	27.8188	27.914	28.5164	28.1909	28.4976	28.2708	27.7334	28.0508	28.0543	28.0534	27.9427	28.1871	28.1128	28.479	28.1574
A0A024RC95	ALDH1A3	25.7859	26.7836	25.6701	26.3353	25.7336	26.5269	25.38	25.8238	24.9499	25.9864	24.041	25.1541	25.7615	25.2765	25.6194	25.5305	26.4117	25.1222	26.3108	25.1308	25.8751	25.0364	25.4727	24.6297	25.6092	24.6916	25.381	25.038	25.3498	25.5335	26.1105	25.6858	26.6429	25.132	24.7106	25.564	24.8358	25.5215	25.2054	25.8471	25.6406	26.1828
P30837	ALDH1B1	27.3898	27.6603	26.767	26.5548	26.4244	26.4199	26.2873	26.2302	26.5108	26.2121	25.465	26.3689	26.7132	26.2629	26.3579	26.4062	26.2489	26.0707	26.447	26.4745	26.6403	26.3723	26.3017	26.4151	26.2721	26.5638	26.4851	26.1609	26.7381	26.5191	26.4975	26.5196	27.1369	26.309	26.2848	26.4419	26.3327	26.0626	26.3525	26.6384	26.4531	26.3929
B4DTU7	ALDH1L2	29.0194	28.9604	28.7593	28.9505	28.983	29.1666	28.9693	29.0727	28.9105	29.1291	28.5157	28.7434	28.8488	28.8928	29.0741	28.6995	28.9798	28.9195	29.2776	28.8154	28.9895	28.8837	28.6734	28.9089	28.9717	28.7674	29.0251	28.9978	28.797	28.9918	29.0499	28.6963	28.975	28.623	28.9204	29.1247	28.8582	29.0922	28.5311	28.625	28.6889	28.7827
J3QRD1	ALDH3A2	24.8437	23.6613	25.1195	24.7593	25.2872	25.3246	25.1414	25.714	25.5286	25.5808	24.3547	25.2879	25.6704	25.1141	25.0444	25.1356	25.2194	25.3824	25.286	25.5019	25.1751	25.0471	25.4697	24.8707	25.1681	25.0444	25.142	24.4596	25.6779	25.4366	25.0507	23.3638	25.93	24.7495	25.3854	25.4162	25.2687	25.5912	25.4805	25.3869	25.6989	23.8883
A0A024RAD8	ALDH4A1	24.3957	23.3697	23.1779	22.2661	24.4513	22.9003	21.8594	21.9079	23.8391	24.4103	23.7497	23.8209	24.0469	23.8472	24.538	24.271	24.4577	24.4799	22.1246	24.1704	24.3342	24.0074	23.5261	23.8892	23.8374	23.8501	23.8204	22.7407	24.4861	22.5821	22.5065	24.1515	22.7346	23.9893	23.8702	23.5558	24.3471	24.4394	24.0062	23.9297	23.7936	24.4894
Q53H94	ALDH6A1	24.2771	24.5519	24.2706	24.5906	25.2769	24.6788	22.4523	24.937	23.3605	24.7135	22.6864	24.4616	24.1193	24.3746	24.7951	22.9923	24.8043	24.4493	24.8085	24.7316	24.5446	24.4252	25.0814	24.619	22.403	24.497	24.6238	24.5882	25.4105	24.3002	24.9851	24.3436	24.9142	24.078	24.3017	24.2087	21.557	24.5417	24.4322	24.9177	24.5398	24.6837
P49419-2	ALDH7A1	28.4205	28.619	28.1445	28.1123	28.0814	28.2524	28.0647	28.253	28.0821	28.0862	27.6629	27.9476	28.2669	27.9918	28.0829	28.2931	28.6677	28.0498	28.1233	27.8758	28.1091	27.8815	27.9298	27.7983	28.0833	27.8017	28.0713	28.0047	28.4326	28.1684	28.348	27.8397	28.2135	27.7858	28.0475	28.2233	27.9622	28.0884	28.2424	28.198	28.1676	28.1721
P49189	ALDH9A1	28.8115	29.1128	29.291	29.3122	29.4402	29.3591	28.9092	28.8352	28.7901	28.9835	28.6849	28.844	29.1125	28.8931	28.9423	28.8244	29.0439	28.8766	28.893	28.7821	28.8658	28.7195	28.8339	28.799	28.9255	28.9047	28.8026	28.6927	29.0266	29.3864	29.5685	29.4371	29.2507	28.7097	28.7818	28.975	28.8463	28.8367	28.9755	29.0285	28.7765	28.7616
A0A024QZ64	ALDOC	30.7004	30.4002	31.0289	30.3176	31.3476	30.1858	31.3595	30.2315	31.1625	30.6758	31.0413	31.0049	30.8035	31.2887	30.8595	31.1381	30.5103	31.3227	30.3423	31.1082	30.5959	30.9995	30.5724	30.9258	30.4677	30.9788	30.427	31.08	30.7135	30.9656	30.5782	31.1038	30.2047	31.0728	31.1579	30.8488	31.1945	30.538	31.2243	30.979	31.1638	31.0345
Q9BT22	ALG1	24.2174	24.0959	23.3696	23.8295	23.9561	24.5871	21.0337	24.4517	21.2465	24.4917	23.2391	23.2105	23.9185	22.4911	23.8375	21.9614	24.6195	22.0943	24.7173	23.9517	24.3653	23.8449	21.0061	23.7016	23.7624	23.6347	22.0997	21.8023	22.9378	24.4847	24.0283	23.877	24.1099	23.0541	22.47	22.0331	23.7979	24.1395	23.5434	23.9784	24.0894	24.1681
A0A024R184	ALG2	22.869	24.6268	23.711	24.5069	23.6119	25.3505	21.6799	23.8051	24.3255	24.1586	24.402	24.1796	24.8608	24.5242	24.1522	22.9434	24.3711	23.4728	24.6401	24.798	24.3862	24.1905	24.2366	24.1918	21.267	23.8645	24.4654	22.7151	24.1728	24.286	22.3916	24.0161	23.2647	24.0995	24.578	23.6111	24.4191	24.1374	25.1276	24.8224	22.2689	23.5563
Q9HC03	ALG5	24.2473	24.8188	24.019	22.2702	25.4558	25.1661	25.3547	25.108	22.6428	20.7689	24.8516	25.0792	24.6793	23.2574	25.5029	24.1116	25.0474	22.5764	22.8639	25.2072	21.7183	25.7652	25.1305	25.3125	25.6431	25.3621	25.3675	25.22	25.2041	25.2565	22.0468	22.975	25.1982	23.9751	21.8341	24.8631	25.4343	21.7793	24.6561	24.6821	24.7393	24.839
E9PB61	ALYREF	28.0266	27.0338	27.9229	28.0586	28.0283	28.047	27.3361	26.8263	26.9445	26.9472	27.4223	27.6939	27.7248	27.3014	27.3594	27.4133	28.1033	27.0346	27.2148	27.3713	27.5264	26.7077	27.0046	26.9303	26.8051	26.8164	26.461	27.2707	26.7115	28.187	27.941	27.9258	28.3485	27.0392	27.3738	27.2799	27.248	26.9334	27.174	27.6636	27.4761	27.6792
